QUEST_20150317_000001	Veuillez sélectionner l'utilisateur nécessitant une mise à jour de quête.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20190419_011030	{nl}Ne soyez pas poule mouillée. Ce n'est qu'une petite piqûre.	{nl}이봐 이봐, 겁먹지 말라고.{nl}아주 조금 따가울 뿐이니까.				아르디티 마스터	
QUEST_20190419_011031	Chaque fois que vous sortez votre arme, souvenez-vous.	당신이 총을 꺼내 들일이 있다면 기억하세요.				셰리프 마스터	
QUEST_20190419_011032	{nl}Plus vous tirez, plus vous appelez d'ennemis, que vous combattiez des monstres, des démons ou{nl}des bêtes sauvages.	{nl}상대가 마족이건 몬스터건 돌맹이건 나무건,{nl}총이라는 건 쏘면 쏠수록 적이 많아지는 법입니다.				셰리프 마스터	
QUEST_20190419_011034	Vous pouvez maintenant entrer dans la zone Feud de gemmes. Voulez-vous entrer ?{nl}- À l'entrée, vous serez affecté à un camp au hasard et combattrez l'autre camp.{nl}{#FF0000}(Vous pourriez ne pas recevoir votre récompense si vous avez trop d'Insignes de mercenaire{nl}dans votre inventaire.){/}	자원 쟁탈전 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.{nl}{#FF0000}(인벤토리에 용병단 증표가 많아 보상 지급이 안될 수도 있습니다.){/}	QUEST_20180629_010096	Vous avez été autorisé à entrer dans la Mine de cristal. Voulez-vous entrer ?{nl}- À l'entrée, vous serez affecté à un camp au hasard et combattrez l'autre camp.{nl}{#FF0000}(Vous pourriez ne pas recevoir votre récompense si vous avez trop d'Insignes de mercenaire{nl}dans votre inventaire.){/}	수정 광산 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.{nl}{#FF0000}(인벤토리에 용병단 증표가 많아 보상 지급이 안될 수도 있습니다.){/}	자원 쟁탈전 광산 입구	
QUEST_20190419_011035	Vous pouvez maintenant entrer dans la zone Feud de gemmes. Souhaitez-vous entrer ?{nl}- Notez que vous serez affecté à un camp au hasard, et que vous pourrez combattre le camp{nl}opposé (JcJ).	자원 쟁탈전 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.	QUEST_20180517_009656	La Mine de cristal est maintenant ouverte. Souhaitez-vous entrer ?{nl}- Notez que vous serez affecté à un camp au hasard, et que vous pourrez combattre le camp{nl}opposé (JcJ).	수정 광산 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.	자원 쟁탈전 광산 입구	
QUEST_20190419_011036	Retourner à l'endroit où vous étiez avant d'entrer dans Feud de gemmes ?	자원 쟁탈전 입장 전 장소로 이동하시겠습니까?	QUEST_20190104_010644	Se déplacer à l'emplacement précédant l'entrée de la mine ?	광산 입장 전 장소로 이동하시겠습니까?	자원 쟁탈전 광산 입구	
QUEST_20190419_011037	{ol}{img mine_pvp_teamicon_bladetryst 60 60}{/}Les {#5ae2e7}Note dorée{/} ont vaincu le boss.	{ol}{img mine_pvp_teamicon_bladetryst 60 60}{/}{#5ae2e7} 황금노래 용병단{/}이 보스를 처치하였습니다.				자원 쟁탈전	
QUEST_20190419_011038	{ol}{img mine_pvp_teamicon_goldencroon 60 60}{/}La {#ff6d00}Compagnie Mercenaire du Serment de Lame{/} a vaincu le boss.	{ol}{img mine_pvp_teamicon_goldencroon 60 60}{/}{#ff6d00} 칼날서약 용병단{/}이 보스를 처치하였습니다.				자원 쟁탈전	
QUEST_20190419_011039	Cube Secret Rouge	시크릿 큐브 레드					
QUEST_20190419_011040	Cube Secret Doré	시크릿 큐브 골드					
QUEST_20190419_011041	Cube Secret Bleu	시크릿 큐브 블루					
QUEST_20190419_011042	Limite d'utilisation dépassée.	이용 횟수를 모두 소진하셨습니다.				시크릿 큐브 블루	
QUEST_20190419_011043	Terminer l'utilisation.	이용을 종료합니다.				챌린지 모드 : {#ff0000}분열 특이점{/} 배수권	
QUEST_20190419_011044	Sentinelle Viola	경비병 비올라					
QUEST_20190419_011045	Sentinelle Ailee	경비병 에일리					
QUEST_20190419_011046	Sélectionnez la difficulté Uphill souhaitée. La difficulté finale sera ajustée selon la majorité des{nl}membres du groupe.	진행하실 업힐 난이도를 선택해주십시오.{nl}대다수의 파티원이 선택한 방향으로 난이도가 결정됩니다.				안내	
QUEST_20190419_011047	Lapemiter se dirige vers la Torche divine !	라페마이터가 횃불을 파괴하기 위해 달려듭니다!				안내	
QUEST_20190501_011048	Arbre Épéiste{nl}- Dragon, Escrimeur Arbre Mage{nl}- Mage, Cryomancien, Démoniste, Pied-de-plume, Ombremancien, Bokor, Taoïste,{nl}Nécromancien, Pyromancien, Sage, Élémentaliste	소드맨 계열{nl} - 드라군, 펜서{nl}위저드 계열{nl} - 위저드, 크리오맨서, 워록, 페더풋, 섀도우맨서, 보코르, 도사,{nl} 네크로맨서, 파이로맨서, 세이지, 엘리멘탈리스트	QUEST_20190419_010835	Arbre Épéiste{nl}- Dragon, Escrimeur Arbre Mage{nl}- Mage, Cryomancien, Démoniste, Pied-de-plume, Ombremancien, Bokor, Taoïste,{nl}Nécromancien, Pyromancien, Sage, Élémentaliste Arbre Archer{nl}- Chasseur, Expert Arbre Clerc{nl}- Druide, Pardonneur, Miko Arbre Éclaireur{nl}- Shinobi, Assassin, Marqueur de balles	소드맨 계열{nl} - 드라군, 펜서{nl}위저드 계열{nl} - 위저드, 크리오맨서, 워록, 페더풋, 섀도우맨서, 보코르, 도사, 네크로맨서, 파이로맨서, 세이지, 엘리멘탈리스트{nl}아처 계열{nl} - 헌터, 감정사{nl}클레릭 계열{nl} - 드루이드, 파드너, 무녀{nl}스카우트 계열{nl} - 시노비, 어쌔신, 불릿 마커	초기화 지원 도우미	
QUEST_20190501_011049	Arbre Archer{nl}- Chasseur, Expert Arbre Clerc{nl}- Druide, Pardonneur, Miko	아처 계열{nl} - 헌터, 감정사{nl}클레릭 계열{nl} - 드루이드, 파드너, 무녀				초기화 지원 도우미	
QUEST_20190501_011050	Arbre Éclaireur{nl}- Shinobi, Assassin, Marqueur de Balles	스카우트 계열{nl} - 시노비, 어쌔신, 불릿 마커				초기화 지원 도우미	
QUEST_20190501_011052	Les Amoureux des Tulipes de Klaipeda	튤립 축제					
QUEST_20190501_011053	Est-ce mon tour de recevoir une Tulip maintenant ? Parfait ! Que voulez-vous en échange ?	이번 시간에는 제가 튤립을 선물 받을 차례인가요?{nl}튤립으로 원하는 보상을 교환하세요~				튤립 축제	
QUEST_20190510_011055	Assistant Surprise de Bonbons Sucrés	내 마음도 받아줄래 이벤트 도우미					
QUEST_20190510_011056	Les cadeaux suivants sont disponibles pendant la période de l'événement. 10 mai : Collier de{nl}bonbons sucrés (Physique/14 jours) x1 11 mai : Collier de bonbons sucrés (Magic/14 jours) x1 12{nl}mai : Bracelet de bonbons sucrés (Magic/14 jours) x2 13 mai : Bracelet de bonbons sucrés{nl}(Physique/14 jours) x2	이벤트 기간 아래의 보상을 받을 수 있습니다.{nl}5/10일:화이트 데이 목걸이 (물리/14일) 1개{nl}5/11일:화이트 데이 목걸이 (마법/14일) 1개{nl}5/12일:화이트 데이 팔찌 (마법/14일) 2개{nl}5/13일:화이트 데이 팔찌 (물리/14일) 2개				내 마음도 받아줄래 이벤트 도우미	
QUEST_20190510_011057	Assistant des Cadeaux Bonus	특별한 선물 이벤트 도우미					
QUEST_20190510_011058	Connectez-vous à Tree of Sauveur les week-ends pendant la période de l'événement pour{nl}recevoir votre cadeau spécial.	이벤트 기간 주말에 접속 하시면, 특별한 선물을 획득할 수 있습니다.				특별한 선물 이벤트 도우미	
QUEST_20190611_011059	Vous êtes là. Le monstre géant a déjà mangé l'appât tranquillisant et est assommé maintenant. Je{nl}vais l'attaquer et essayer de créer une diversion.	오셨군요.{nl}거대 몬스터는 지금 수면제가 든 미끼를 먹고 자고 있습니다.{nl} 우선, 제가 녀석을 공격하여 시선을 끌도록 하겠습니다.	QUEST_20190419_010799	Vous êtes là. Le monstre géant a déjà mangé l'appât tranquillisant et est assommé maintenant. Je{nl}vais l'attaquer et essayer de créer une diversion.	오셨군요. 거대 몬스터는 지금 수면제가 든 미끼를 먹고 자고 있습니다.{nl} 우선, 제가 녀석을 공격하여 시선을 끌도록 하겠습니다.	레이커 리더	
QUEST_20190611_011060	Euh... Je suis désolé, Révélateur. Je ne voulais pas le laisser s'échapper... Je me suis figé, je ne{nl}savais pas quoi faire.	윽.. 죄송합니다. 계시자님.{nl}설마 녀석이 도망갈줄은.. 예상치 못한 상황에 냉정하게 행동하지 못했네요.	QUEST_20190419_010801	Euh... Je suis désolé, Révélateur. Je ne voulais pas le laisser s'échapper... Je me suis figé, je ne{nl}savais pas quoi faire. Mais au moins le poison semble avoir fonctionné. Je pouvais voir qu'il{nl}souffrait après m'avoir attaqué. Mais ne vous inquiétez pas pour moi, allez trouver le monstre et{nl}vainquez-le !	윽.. 죄송합니다. 계시자님. 설마 녀석이 도망갈줄은.. 예상치 못한 상황에 냉정하게 행동하지 못했네요.{nl}그래도 다행히 독은 통한듯합니다. 저를 공격한 직후 괴로워하더니 마무리를 하지 않고 도망갔습니다.{nl}저는 괜찮으니 어서 거대 몬스터를 쫓아 쓰러트려 주세요!	레이커 리더	
QUEST_20190611_011061	Mais au moins le poison semble avoir fonctionné. Je pouvais voir qu'il souffrait après m'avoir{nl}attaqué. Mais ne vous inquiétez pas pour moi, allez trouver le monstre et vainquez-le !	그래도 다행히 독은 통한듯합니다.{nl}저를 공격한 직후 괴로워하더니 마무리를 하지 않고 도망갔습니다.{nl}저는 괜찮으니 어서 거대 몬스터를 쫓아 쓰러트려 주세요!				레이커 리더	
QUEST_20190611_011062	Arbre Épéiste{nl}- Nak Muay, Rodelero, Hackapell Arbre Mage{nl}- Bokor, Sage, Démoniste Arbre Archer{nl}- Sapeur Arbre Clerc{nl}- Druide, Moine, Miko, Exorciste, Inquisiteur, Prêtre	소드맨 계열{nl} - 낙무아이, 로델레로, 하카펠{nl}위저드 계열{nl} - 보코르, 세이지, 워록{nl}아처 계열{nl} - 새퍼{nl}클레릭 계열{nl} - 드루이드, 몽크, 무녀, 엑소시스트, 인퀴지터, 프리스트	QUEST_20190501_011048	Arbre Épéiste{nl}- Dragon, Escrimeur Arbre Mage{nl}- Mage, Cryomancien, Démoniste, Pied-de-plume, Ombremancien, Bokor, Taoïste,{nl}Nécromancien, Pyromancien, Sage, Élémentaliste	소드맨 계열{nl} - 드라군, 펜서{nl}위저드 계열{nl} - 위저드, 크리오맨서, 워록, 페더풋, 섀도우맨서, 보코르, 도사,{nl} 네크로맨서, 파이로맨서, 세이지, 엘리멘탈리스트	초기화 지원 도우미	
QUEST_20190611_011063	J'ouvrirai le portail quand le groupe sera rassemblé. Êtes-vous prêt ?	자, 다들 모이면 지금부터 포탈을 열도록 하겠습니다.{nl}준비는 되셨나요?				섀도우맨서 마스터	
QUEST_20190611_011064	Oh ! Grâce à vous nous avons pu trouver Medeina. Mais elle a l'air plutôt malade...	아! 계시자님 덕분에 메데이나님을 찾을 수 있었어요.{nl}그런데 메데이나님이 많이 아파 보이시네요..				큐폴 일로나	
QUEST_20190611_011065	Merci d'avoir vaincu tous les Petits poissons-lunes. Ce n'est pas grand-chose, mais acceptez-le{nl}en gage de gratitude.	어린 개복치를 모두 처치해 주셔서 감사드립니다.{nl}약소하지만 감사의 의미로 드리는 선물입니다.				이벤트 보상 지원병	
QUEST_20190611_011066	Je suis désolé, mais je n'ai rien d'autre à vous donner.{nl}	죄송하지만 더이상 드릴만한 게 없습니다.{nl}				이벤트 보상 지원병	
QUEST_20190611_011067	Des coffres au trésor devraient apparaître quand vous aurez vaincu tous les Petits{nl}poissons-lunes. J'ai entendu qu'ils ne peuvent être ouverts qu'une fois par personnage.	어린 개복치를 모두 처치하면 지역 어딘가에 보물 상자가 등장하니 한번 살펴보세요.{nl}보물 상자는 캐릭터당 1회 오픈이 가능하니 유의하시구요.				이벤트 보상 지원병	
QUEST_20190611_011068	Veuillez choisir la difficulté de la Cité Vivide.	해당 비비드 시티의 난이도를 선택해 주세요.				이벤트 알림판	
QUEST_20190611_011069	Vous ne pouvez plus faire la Cité Vivide à cette difficulté aujourd'hui.	오늘은 해당 난이도의 비비드 시티를 더 이상 진행할 수 없습니다.				이벤트 알림판	
QUEST_20190611_011070	Apportez-moi des {#003399}[Événement] Insignes Popolion{/} et je vous les échangerai contre diverses{nl}récompenses. Attention : le nombre d'échanges possibles et la quantité d'insignes demandée{nl}changent d'une récompense à l'autre.	{#003399}[이벤트] 포포리온 뱃지{/}를 가져오시면 다양한 보상으로 교환해 드리고 있습니다.{nl}특히, 보상 품목별로 교환 가능 횟수와 뱃지의 요구량이 모두 다르니 유의해주세요.				기사단장 우스카	
QUEST_20190611_011071	Les {#003399}[Événement] Insignes Popolion{/} s'obtiennent par les moyens suivants.	{#003399}[이벤트] 포포리온 뱃지{/}는 다음 경로를 통해 획득하실 수 있습니다.				기사단장 우스카	
QUEST_20190611_011072	NA	1. {#003399}[씩씩한 트린이]{/} 혹은 {#003399}[트린이 보호자]{/} 버프를 지닌 상태에서 다음 콘텐츠 클리어{nl}- {#003399}레벨 던전{/}, {#003399}의뢰소 및 살러스 미션{/}, {#003399}유니크 레이드 및 레전드 레이드{/}{nl}- {#003399}업힐 디펜스  노말 모드 10단계 또는 하드 모드 5단계 이상{/}{nl}- {#003399}챌린지 모드 5단계 이상{/}{nl}2. 자신의 레벨대 몬스터를 처치 시 일정 확률로 획득				기사단장 우스카	
QUEST_20190611_011073	1. À partir du jour d'ouverture de l'événement, la Cité Vivide tourne chaque jour entre Klaipeda,{nl}Orsha et Fedimian.{nl}2. La Cité Vivide se joue en difficulté Facile, Normale ou Difficile.{nl}3. La Cité Vivide peut être terminée une fois par jour à chaque difficulté.	1. 비비드 시티는 이벤트 시작일로부터 클라페다, 오르샤, 페디미안 순으로 매일 로테이션 됩니다.{nl}2. 비비드 시티는 쉬움, 보통, 어려움 난이도를 선택해 플레이할 수 있습니다.{nl}3. 비비드 시티는 매일 각 난이도별로 클리어가 가능합니다.				이벤트 알림판	
QUEST_20190611_011075	Le Skiaclipse a jeté un sort de destruction sur l'orbe ! Vainquez le monstre dont le nom apparaît{nl}sur l'orbe. Vainquez-en autant que possible.	스키아클립스가 오브에 파괴 주문을 걸었습니다!{nl}오브에 나타나는 이름의 몬스터를 최대한 많이 처치해주세요!				None	
QUEST_20190611_011076	Le portail vers le Pierre de scellement a été ouvert !	섀도우맨서 마스터가 설치한 봉인석으로 가는 포탈이 열렸습니다!				None	
QUEST_20190611_011077	Skiaclipse vous a enchaînés ! Éloignez-vous le plus possible l'un de l'autre pour briser la chaîne.	스키아클립스가 사슬을 걸었습니다!{nl}서로에게 빠르게 멀어져 사슬을 끊어내세요.				None	
QUEST_20190611_011078	Tombe du Corbeau blanc (niv. recommandé : 400) Seuls vous et les membres de votre groupe{nl}pouvez entrer ensemble. Êtes-vous sûr de vouloir entrer ?	흰 까마귀의 영면지(권장레벨:400)는 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				안내	
QUEST_20190611_011079	Phase de Malédiction de Skiaclipse	스키아클립스 저주 패턴					
QUEST_20190611_011080	Laissez-moi tester votre courage !!	너희들의 신뢰를 시험해 보마!!				스키아클립스 저주 패턴	
QUEST_20190611_011081	Phase d'Anéantissement du Groupe de Skiaclipse	스키아클립스 전멸기 패턴					
QUEST_20190611_011082	Vous tomberez tous morts comme des mouches !	잘 보거라,{nl}네 어리석은 동료들이 처참하게 죽는 꼴을!				스키아클립스 전멸기 패턴	
QUEST_20190611_011083	Phase d'Immobilité de Skiaclipse	스키아클립스 발목 묶기 패턴					
QUEST_20190611_011084	Je vais vous faire ressentir une douleur inédite !!	너희들도 한번 이 고통을 느껴봐라!!!				스키아클립스 발목 묶기 패턴	
QUEST_20190611_011085	Phase de Météore de Skiaclipse	스키아클립스 메테오 패턴					
QUEST_20190611_011086	Cessez de vous mettre en travers ! Cela devrait vous apprendre... Mourez !	걸리적거리는군, {nl}날파리 같은 구원자들! 소멸되어라!				스키아클립스 메테오 패턴	
QUEST_20190611_011087	Phase d'Invocation d'Orbe de Skiaclipse	스키아클립스 구슬 소환 패턴					
QUEST_20190611_011088	Qu'attendez-vous ?! Allez ! Détruisez-les !	뭣들하느냐!!,{nl} 어서,내 앞의 저 거치적거리는 것들을 치워라!				스키아클립스 구슬 소환 패턴	
QUEST_20190618_011089	{#003399}Arbre Épéiste{/}{nl}- Matador, Highlander, Nak Muay, Rodelero, Hackapell{nl}{#003399}Arbre Mage{/}{nl}- Mage, Lanceur de runes, Ombremancien, Cryomancien, Bokor, Sage, Démoniste	{#003399}소드맨 계열{/}{nl} - 마타도르, 하이랜더, 낙무아이, 로델레로, 하카펠{nl}{#003399}위저드 계열{/}{nl} - 위저드, 룬캐스터, 섀도우맨서, 크리오맨서, 보코르, 세이지, 워록	QUEST_20190611_011062	Arbre Épéiste{nl}- Nak Muay, Rodelero, Hackapell Arbre Mage{nl}- Bokor, Sage, Démoniste Arbre Archer{nl}- Sapeur Arbre Clerc{nl}- Druide, Moine, Miko, Exorciste, Inquisiteur, Prêtre	소드맨 계열{nl} - 낙무아이, 로델레로, 하카펠{nl}위저드 계열{nl} - 보코르, 세이지, 워록{nl}아처 계열{nl} - 새퍼{nl}클레릭 계열{nl} - 드루이드, 몽크, 무녀, 엑소시스트, 인퀴지터, 프리스트	초기화 지원 도우미	
QUEST_20190618_011090	{#003399}Arbre Archer{/}{nl}- Rôdeur, Joueur de flûte, Empenneur, Sapeur{nl}{#003399}Arbre Clerc{/}{nl}- Clerc, Sadhu, Zélote, Kabbaliste, Prêtre, Médecin de peste, Pardonneur, Druide, Moine, Miko,{nl}Exorciste, Inquisiteur	{#003399}아처 계열{/}{nl} - 레인저, 파이드 파이퍼, 플레쳐, 새퍼{nl}{#003399}클레릭 계열{/}{nl} - 클레릭, 사두, 질럿, 카발리스트, 프리스트, 플레이그닥터, {nl}파드너, 드루이드, 몽크, 무녀, 엑소시스트, 인퀴지터	QUEST_20190501_011049	Arbre Archer{nl}- Chasseur, Expert Arbre Clerc{nl}- Druide, Pardonneur, Miko	아처 계열{nl} - 헌터, 감정사{nl}클레릭 계열{nl} - 드루이드, 파드너, 무녀	초기화 지원 도우미	
QUEST_20190618_011091	{#003399}Arbre Éclaireur{/}{nl}- Roublard, Assassin, Ardito, Marqueur de Balles	{#003399}스카우트 계열{/}{nl} - 로그, 어쌔신, 아르디티, 불릿 마커	QUEST_20190501_011050	Arbre Éclaireur{nl}- Shinobi, Assassin, Marqueur de Balles	스카우트 계열{nl} - 시노비, 어쌔신, 불릿 마커	초기화 지원 도우미	
QUEST_20190621_011093	PNJ du Donjon de la Victoire	이벤트: 승부 입장 관리인					
QUEST_20190621_011094	L'événement Donjon de la victoire est actuellement en cours. N'oubliez pas de vérifier le nombre{nl}d'échanges restants des objets de récompense dans votre Journal du donjon de la victoire avant{nl}d'entrer. 	현재 승부 이벤트가 진행되고 있습니다.{nl}클리어 보상과 교환할 아이템을 확인하고 입장해 주시기 바랍니다.				이벤트: 승부 입장 관리인	
QUEST_20190621_011095	Vous n'avez pas assez de Talt ou d'argent pour obtenir un Cube de victoire. Voulez-vous quand{nl}même entrer ?	클리어 보상과 교환할 실버 또는 탈트가 부족합니다.{nl}그래도 이벤트: 승부 던전에 입장하시겠습니까?				이벤트: 승부 입장 관리인	
QUEST_20190621_011096	Vous avez atteint la limite hebdomadaire de Cubes de victoire qui peuvent être échangés avec{nl}du Talt ou de l'argent. Voulez-vous quand même entrer ? (La limite d'échange hebdomadaire{nl}sera réinitialisée lors de la prochaine maintenance prévue)	이미 탈트 및 실버를 이용해 이벤트: 승부 큐브 교환 횟수를 모두 사용하였습니다. 그래도 입장하시겠습니까?{nl}(교환 횟수는 점검 시 초기화 됩니다).				이벤트: 승부 입장 관리인	
QUEST_20190621_011097	Vous avez atteint la limite hebdomadaire de Cubes de victoire qui peuvent être échangés avec{nl}du Talt. Voulez-vous quand même entrer ? (La limite d'échange hebdomadaire sera réinitialisée{nl}lors de la prochaine maintenance prévue)	이미 탈트 교환을 이용해 이벤트: 승부 큐브 교환 횟수를 모두 사용하였습니다. 그래도 입장하시겠습니까?{nl}(교환 횟수는 점검 시 초기화 됩니다).				이벤트: 승부 입장 관리인	
QUEST_20190621_011098	Vous avez atteint la limite hebdomadaire de Cubes de victoire qui peuvent être échangés avec{nl}de l'argent. Voulez-vous quand même entrer ? (La limite d'échange hebdomadaire sera{nl}réinitialisée lors de la prochaine maintenance prévue)	이미 실버 교환을 이용해 이벤트: 승부 큐브 교환 횟수를 모두 사용하였습니다. 그래도 입장하시겠습니까?{nl}(교환 횟수는 점검 시 초기화 됩니다).				이벤트: 승부 입장 관리인	
QUEST_20190715_011099	Il semble que la Maîtresse Ombremancien ait besoin de votre aide pour vaincre le terrible{nl}Skiaclipse. Rendez visite à la Maîtresse Ombremancien au Lac de Rasvoy pour l'aider.	최근 섀도우맨서 마스터가 실험 중 발견한 마족 스키아클립스의 토벌을 위해 구원자님의 힘이 필요하다고 해요.{nl}래스보이 호숫가에서 섀도우맨서 마스터를 찾아가세요.				의뢰소장 로타	
QUEST_20190715_011100	Empêchez le Skiaclipse de faire des ravages. Nous comptons sur vous, Sauveur.	스키아클립스를 잘 막아주세요.{nl}모두 구원자님을 믿고 있어요.				의뢰소장 로타	
QUEST_20190715_011102	Agent d'Adoption de Chupacabra	츄파카브라 분양 도우미					
QUEST_20190715_011103	Adoptez un Chupacabra pendant la période de l'événement pour l'emmener dans vos{nl}aventures. Faites-le grandir pour recevoir une récompense spéciale.	이벤트 기간 츄파카브라를 분양받아 함께 모험하고 성장 시키며 다양한 보상을 획득하세요.				츄파카브라 분양 도우미	
QUEST_20190715_011104	Passez un bon moment avec votre Chupacabra.	츄파카브라와 함께 소중한 추억을 만들어보세요.				츄파카브라 분양 도우미	
QUEST_20190715_011105	Je m'occuperai de votre Chupacabra pour l'instant. Adieu.	츄파카브라는 제가 돌보고 있겠습니다.{nl}조심히 다녀오세요~				츄파카브라 분양 도우미	
QUEST_20190723_011107	Si vous voulez essayer, veillez à utiliser mon appât spécial pendant la période de l'événement.{nl}Prenez-en simplement dans le seau ici !	7/23(화) 점검 후부터 8/20(화) 점검 전까지!{nl}이벤트 기간 동안 제가 열심히 키워놓은 특별 미끼를 애용해주세요.{nl}미끼는 옆에 놓인 요하의 미꾸라지통에서 팔고 있어요!	QUEST_20190322_010772	Si vous voulez essayer, veillez à utiliser mon appât spécial pendant la période de l'événement.{nl}Prenez-en simplement dans le seau ici !	2/21(목) 점검 후부터 3/28(목) 점검 전까지!{nl}이벤트 기간 동안 제가 열심히 키워놓은 특별 미끼를 애용해주세요.{nl}미끼는 옆에 놓인 요하의 미꾸라지통에서 팔고 있어요!	낚시터 관리인 요하	
QUEST_20190802_011108	s peuvent être échangés ici.{nl}	을 가져다주시면 교환해드리고 있어요.{nl}	QUEST_20180730_010122	, au fait. C'est 5 cubes pour les Brochettes de crevettes grillées, 10 pour un Limonade bleue, et 20{nl}pour un Eau de coco fraîche. 	을 가져다주시면 교환해드리고 있어요.{nl}특별한 얼음이 맛있는 꼬치에는 5개, 짜릿한 레몬아이스티에는 10개, 시원한 코코넛쥬스에는 20개가 필요합니다. 	[Summer Festa] 먹거리 상인	
QUEST_20190802_011109	Nous distribuons des Brochettes de crevettes grillées pour 5, de la Limonade bleue pour 10, de{nl}l'Eau de coco fraîche pour 20 Glaçons. Nous distribuons aussi des {#003399}[Événement]Pièces Vasalos{/}{nl}pour chaque Glaçon que vous nous apportez. Nous distribuerons également des{nl}{#003399}[Événement]Pièces Vasalos{/} supplémentaires à tous les sauveurs qui auront échangé des Glaçons{nl}contre des en-cas 20 fois !	특별한 얼음이 맛있는 꼬치에는 5개, 짜릿한 레몬아이스티에는 10개, 시원한 코코넛쥬스에는 20개가 필요합니다.{nl}가져다 주신 특별한 얼음의 개수만큼 {#003399}[이벤트]바살로스 주화{/}도 드리고 있으니 잊지마시구요.{nl}게다가 먹거리별로 20회 교환하신 분들에게는 더 특별한 음식과 함께 {#003399}[이벤트]바살로스 주화{/}를 추가로 드려요!				[Summer Festa] 먹거리 상인	
QUEST_20190802_011110	L'événement d'été 2019 est en cours !{nl}{#003399}Nous échangeons actuellement des [Événement]Pièces Vasalos{/} et soutenons les adhésions aux{nl}guildes.{nl}{#003399}L'[Événement]Coffre de sélection d'armures Savinose et l'[Événement] +8 Parchemin de{nl}transcendance (90 jours){/}seront bientôt ajoutés à la boutique.	2019년 여름을 기념하는 이벤트가 진행 중입니다.{nl}{#003399}[이벤트] 바살로스 주화{/}  교환과 길드 활동 보상을 지원해드립니다.{nl}또한 {#003399}[이벤트] 세비노스 방어구 상자, [이벤트] 8초월 스크롤(90일){/}이{nl}7월 11일, 25일 점검 후 상점 목록에 추가될 예정입니다.				이벤트 도우미	
QUEST_20190802_011111	Nous distribuons des prix formidables en échange de {#003399}[Événement]Pièces Vasalos{/}. Notez que{nl}différents prix requièrent un nombre différent de pièces.	{#003399}[이벤트] 바살로스 주화{/}를 가져오시면 다양한 보상으로 교환해 드리고 있습니다.{nl}특히, 보상 품목별로 교환 가능 횟수와 주화의 요구량이 모두 다르니 유의해주세요.				이벤트 도우미	
QUEST_20190802_011112	Les {#003399}[Événement]Pièces Vasalos{/} peuvent être gagnés par les méthodes suivantes.	{#003399}[이벤트] 바살로스 주화{/}는 다음 경로를 통해 획득하실 수 있습니다.				이벤트 도우미	
QUEST_20190802_011113	1. Vous pouvez gagner deux fois plus de pièces en terminant les contenus suivants tant que vous{nl}êtes dans une guilde.{nl}- {#003399}Donjon de niveau{/}, {#003399}Missions du poste de mercenaires et Missions de Saalus{/}, {#003399}Unique et Raids{nl}légendaires{/}{nl}- {#003399}Terminer 10 étapes de Défense en montée en difficulté Normal ou 5 étapes en difficultés Hard{nl}et Très difficile{/}{nl}- {#003399}Atteindre l'étape 5 ou plus en mode Défi{/}{nl}- Lâché en vainquant des monstres de la plage de niveau du joueur	1. 길드에 가입한 상태에서 다음 콘텐츠를 클리어하면 주화를 2배로 얻을 수 있습니다.{nl}- {#003399}레벨 던전{/}, {#003399}의뢰소 및 살러스 미션{/}, {#003399}유니크 레이드 및 레전드 레이드{/}{nl}- {#003399}업힐 디펜스 보통 난이도 10단계 또는 어려움 및 매우 어려움 난이도 5단계 이상{/}{nl}- {#003399}챌린지 모드 5단계 이상{/}{nl}- 자신의 레벨대 몬스터를 처치 시 일정 확률로 획득				이벤트 도우미	
QUEST_20190802_011114	2. Échangé via l'événement {#003399}[Festa d'été] Été à Klaipeda{/}{nl}3. Échangé via la {#003399}Boutique de gemmes de progression{/}	2. {#003399}[Summer Festa] 클라페다에서 여름 나기 이벤트{/}의 보상 교환{nl}3. {#003399}성장의 보석 상점{/}에서 교환 가능				이벤트 도우미	
QUEST_20190802_011115	[Festa d'été] Employé à temps partiel	[Summer Festa] 아르바이트					
QUEST_20190802_011116	Je suis ici pour aider mon frère. Malheureusement, il n'y a pas de jouets cette fois.	올해는 오빠를 도와주러 나왔어요.{nl}아쉽게도 장난감은 없네요.				[Summer Festa] 아르바이트	
QUEST_20190802_011117	Je reviendrai avec de nouveaux jouets !	조만간 멋진 장난감을 가지고 돌아올게요!				[Summer Festa] 아르바이트	
