INTL_20180809_000207	[Événement] Bon de Déblocage de Miko	[이벤트] 무녀 클래스 해금권				
INTL_20180809_000208	Utilisez pour débloquer la classe Miko après avoir atteint le Rang 6. Clic droit pour utiliser.{nl}Sera automatiquement supprimé à la fin de la période de l'événement.	사용 시 6랭크 달성 후 무녀 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000209	[Événement] Bon de Déblocage d'Expert	[이벤트] 감정사 클래스 해금권				
INTL_20180809_000210	Utilisez pour débloquer la classe Expert après avoir atteint le Rang 5. Clic droit pour utiliser.{nl}Sera automatiquement supprimé à la fin de la période de l'événement.	사용 시 5랭크 달성 후 감정사 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000211	[Événement] Bon de Déblocage de Lanceur de Runes	[이벤트] 룬캐스터 클래스 해금권				
INTL_20180809_000212	Utilisez pour débloquer la classe Lanceur de runes après avoir atteint le Rang 6. Clic droit pour utiliser.{nl}Sera automatiquement supprimé à la fin de la période de l'événement.	사용 시 6랭크 달성 후 룬캐스터 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000213	[Événement] Bon de Déblocage de Shinobi	[이벤트] 시노비 클래스 해금권				
INTL_20180809_000214	Utilisez pour débloquer la classe Shinobi après avoir atteint le Rang 7. Clic droit pour utiliser.{nl}Sera automatiquement supprimé à la fin de la période de l'événement.	사용 시 7랭크 달성 후 시노비 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000215	[Événement] Bon de Déblocage de Nak Muay	[이벤트] 낙무아이 클래스 해금권				
INTL_20180809_000216	Utilisez pour débloquer la classe Nak Muay après avoir atteint le Rang 7. Clic droit pour utiliser.{nl}Sera automatiquement supprimé à la fin de la période de l'événement.	사용 시 7랭크 달성 후 낙무아이 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000217	Coffre au Trésor de Leticia 2018 (Saison 1)	2018 레티샤의 보물 상자(시즌1)				
INTL_20180809_000218	Assistant de l'Événement Inviter un Ami	친구 추천 이벤트 도우미				
INTL_20180809_000219	L'événement Invite a Friend est maintenant ouvert ! Connectez-vous avec votre ami pour{nl}recevoir des bonus et des récompenses !	친구 추천 이벤트가 진행 중입니다.{nl}친구와 함께 접속 시 다양한 보상과 버프를 획득할 수 있습니다.				친구 추천 이벤트 도우미
INTL_20180809_000220	Vous n'êtes pas éligible à l'événement.	이벤트 참여 대상이 아닙니다.				
INTL_20180809_000221	L'équipe {#003399}{team}{/} ne contient aucun personnage de niveau 50 ou plus.	{#003399}{team}{/}팀 내에 50레벨 이상인 캐릭터가 없습니다.				
INTL_20180809_000222	Recevoir le Soutien de {#003399}{team}{/}	{#003399}{team}{/}의 성장 지원 받기				
INTL_20180809_000223	{#003399}{team}{/} est maintenant en ligne.{nl}Bonus appliqué.	{#003399}{team}{/}님이 접속 중입니다.{nl}버프가 부여됩니다.				
INTL_20180809_000224	Assistant « Inviter un Ami »	친구 추천 도우미				
INTL_20180817_000225	[Événement] Coffre de sélection d'armes améliorées/transcendées (14 jours)	[이벤트] 강화 및 초월 무기 선택 상자 (14일)				
INTL_20180817_000226	Utilisez au niveau 230 ou plus pour sélectionner une arme Rare de Niv. 315 (30 jours) améliorée à +10 et transcendée au palier 3.{nl}(L'amélioration et la transcendance s'appliquent après la sélection de l'objet.)	230레벨에 사용할 수 있는 315레벨 레어 10강 3초월 무기(30일)을 지급 받을 수 있습니다.{nl}(강화 및 초월은 아이템 선택 시 적용됩니다.)				
INTL_20180817_000227	[Retour] Abdochar (30 Jours)	[복귀] 아브도챠 (30일)				
INTL_20180817_000228	[Retour] Sarkmis (30 Jours)	[복귀] 사크미스 (30일)				
INTL_20180817_000229	[Retour] Fracasse-crâne (30 Jours)	[복귀] 스컬 스매셔 (30일)				
INTL_20180817_000230	[Retour] Sceptre Corne de Regard (30 Jours)	[복귀] 리가드 혼 스태프 (30일)				
INTL_20180817_000231	[Retour] Cœur de Gloire (30 Jours)	[복귀] 하트 오브 글로리 (30일)				
INTL_20180817_000232	[Retour] Brise-crâne (30 Jours)	[복귀] 스컬 브레이커 (30일)				
INTL_20180817_000233	[Retour] Dague Emengard (30 Jours)	[복귀] 에멘가드 대거 (30일)				
INTL_20180817_000234	[Retour] Lance Wingshard (30 Jours)	[복귀] 윙샤드 스피어 (30일)				
INTL_20180817_000235	[Retour] Pique Corne de Regard (30 Jours)	[복귀] 리가드 혼 파이크 (30일)				
INTL_20180817_000236	[Retour] Corne Noire (30 Jours)	[복귀] 블랙 혼 (30일)				
INTL_20180817_000237	[Retour] Arbalète Corne de Regard (30 Jours)	[복귀] 리가드 혼 크로스보우 (30일)				
INTL_20180817_000238	[Retour] Arc Astra (30 Jours)	[복귀] 아스트라 보우 (30일)				
INTL_20180817_000239	[Retour] Revolver Aspana (30 Jours)	[복귀] 아스파나 리볼버 (30일)				
INTL_20180817_000240	[Retour] Canon Emengard (30 Jours)	[복귀] 에멘가드 캐논 (30일)				
INTL_20180817_000241	[Retour] Mousquet Emengard (30 Jours)	[복귀] 에멘가드 머스킷 (30일)				
INTL_20180817_000242	[Retour] Bouclier Emengard (30 Jours)	[복귀] 에멘가드 실드 (30일)				
INTL_20180827_000243	Un titre décerné aux créateurs de guides de jeu. Clic droit pour utiliser.	Game Guide Creator에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180903_000244	{ds}{b}{#ffefd6}30 min : {#fe7e00}10 POINTS	{ds}{b}{#ffefd6}30분:{#fe7e00}10 POINT				
INTL_20180903_000245	Veuillez réessayer.	Popo Shop의 재시도 버튼을 클릭해주세요				
INTL_20180903_000246	Échec d'achat de l'objet. Veuillez réessayer.	Popo Shop 아이템 구매에 실패했습니다. 다시 시도해 주세요.				
INTL_20180903_000247	Points Popo insuffisants.	Popo Shop 포인트가 부족합니다.				
INTL_20180907_000248	Utiliser la fonction d'enregistrement/chargement des messages système Mongo DB O/N	몽고 db에 특정 시스템 메시지 저장/로드 기능 사용할 것인지				
INTL_20180914_000249	Bon de la Boutique de Soutien au Combat (14 Jours)	전투 지원 상점 이용권(14일)				
INTL_20180914_000250	Ouvre une boutique où vous pouvez acheter des potions, des consommables de Skill et d'autres objets utiles.	사용 시 전투에 필요한 물건을 구매할 수 있는 상점을 이용할 수 있습니다.				
INTL_20180914_000251	Bon de la Boutique de Soutien au Combat	전투 지원 상점 이용권				
INTL_20180914_000252	Coffre au Trésor de Leticia 2018 (Saison 2)	2018 레티샤의 보물 상자(시즌2)				
INTL_20180928_000253	Un titre décerné aux gagnants du concours de fanart Halloween 2018. Clic droit pour utiliser.	Horror Night 팬아트 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20181026_000254	Voulez-vous sélectionner une récompense de 10 participations ?	받으실 10회 참여 횟수 보상을 선택해 주시겠어요?				큐폴 다이나
INTL_20181026_000255	Potion de réinitialisation de Skills (14 jours) et Latte art : Lapin	스킬 초기화 포션 (14일), 거품 토끼				
INTL_20181026_000256	Potion de réinitialisation de Skills (14 jours) et Latte art : Chaton	스킬 초기화 포션 (14일), 거품 고양이				
INTL_20181104_000257	Coffre au Trésor de Leticia 2018 (Saison 3)	2018 레티샤의 보물 상자(시즌3)				
INTL_20181111_000258	Talt Unique	유니크 탈트				
INTL_20181111_000259	Peut être échangé contre un objet d'équipement au Dispositif de traitement du Talt.	탈트 가공 장치에서 장비 아이템으로 교환할 수 있습니다.				
INTL_20181111_000260	Coffre d'arme à deux mains non identifiée unique	유니크 미감정 양손 무기 선택 상자				
INTL_20181111_000261	Sélectionnez et obtenez un objet d'équipement non identifié de Niv. 380.{nl}L'objet ne sera pas limité dans le temps et n'aura aucune restriction d'échange.	380레벨 유니크 미감정 장비 아이템을 획득할 수 있습니다.{nl}획득한 장비 아이템은 무제한이며 모든 거래가 가능합니다.				
INTL_20181111_000262	Coffre d'arme à une main non identifiée unique	유니크 미감정 한손 무기 선택 상자				
INTL_20181111_000263	Coffre d'Armure Supérieure Non Identifiée Unique	유니크 미감정 상의 선택 상자				
INTL_20181111_000264	Coffre d'Armure Inférieure Non Identifiée Unique	유니크 미감정 하의 선택 상자				
INTL_20181111_000265	Coffre de Gants Non Identifiés Uniques	유니크 미감정 장갑 선택 상자				
INTL_20181111_000266	Coffre de Bottes Non Identifiées Uniques	유니크 미감정 신발 선택 상자				
INTL_20181111_000267	Fonction compilant les données de trace quand les FPS du ZoneServer passent sous 2 images	ZoneServer의 FPS가 2프레임 이하일때 트레이싱 정보를 수집하는 기능				
INTL_20181116_000268	Un titre décerné aux gagnants de l'événement de design d'arme TOS. Clic droit pour utiliser.	TOS Weapon Designer 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20181116_000269	Dispositif de Traitement du Talt	탈트 가공 장치				
INTL_20181211_000270	Utilisez pour recevoir un objet d'armure Primus aléatoire de Niv. 380.	사용 시 380레벨 프리머스 방어구 아이템 중 한가지 아이템이 랜덤으로 지급됩니다.				
INTL_20181211_000271	Utilisez pour recevoir une arme/arme secondaire Primus aléatoire de Niv. 380.	사용 시 380레벨 프리머스 무기/보조무기 아이템 중 한가지 아이템이 랜덤으로 지급됩니다.				
INTL_20181229_000272	Coffre au Trésor de Leticia 2018 (Saison 4)	2018 레티샤의 보물 상자(시즌4)				
INTL_20190102_000273	{@st66b}Collection	{@st66b}컬렉션				
INTL_20190104_000274	Titre décerné aux gagnants de l'événement de fanart du Nouvel An. Clic droit pour utiliser.	New Year Artist 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190112_000275	Cet objet ne peut être utilisé que pour changer l'apparence d'un autre.{nl}Ne consomme pas d'argent lorsqu'il est utilisé comme matériau d'apparence.{nl}Échangeable contre des médailles à la Boutique d'échange.{nl}(Ce costume a été conçu par Lunmairetic de [SA] Silute.)	외형 변경 전용 아이템입니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.{nl}(This costume is designed by Lunmairetic from Silute Server.)				
INTL_20190216_000276	Bon de 100 Points de la Boutique PP	포포샵 100 포인트 구매권				
INTL_20190216_000277	Utilisez pour obtenir 100 Points Popo.{nl} - Utilisable uniquement pendant les périodes de l'événement Boutique de points Popo.	사용 시 포포샵 100 포인트가 추가됩니다.{nl} - 최대 포인트가 초과될 경우 사용할 수 없습니다.{nl} - 포포샵 이벤트 기간중에만 사용할 수 있습니다.				
INTL_20190216_000278	Bon de 500 Points de la Boutique PP	포포샵 500 포인트 구매권				
INTL_20190216_000279	Utilisez pour obtenir 500 Points Popo.{nl} - Utilisable uniquement pendant les périodes de l'événement Boutique de points Popo.	사용 시 포포샵 500 포인트가 추가됩니다.{nl} - 최대 포인트가 초과될 경우 사용할 수 없습니다.{nl} - 포포샵 이벤트 기간중에만 사용할 수 있습니다.				
INTL_20190216_000280	Bon de 1 000 Points de la Boutique PP	포포샵 1000 포인트 구매권				
INTL_20190216_000281	Utilisez pour obtenir 1 000 Points Popo.{nl} - Utilisable uniquement pendant les périodes de l'événement Boutique de points Popo.	사용 시 포포샵 1000 포인트가 추가됩니다.{nl} - 최대 포인트가 초과될 경우 사용할 수 없습니다.{nl} - 포포샵 이벤트 기간중에만 사용할 수 있습니다.				
INTL_20190216_000282	Potion de PV (1 Jour)	HP 포션 (1일)				
INTL_20190216_000283	Restaure instantanément 40 % des PV max. {nl}Restaure également 40 % de PV supplémentaires toutes les 2 secondes pendant 11 secondes. {nl}Clic droit pour utiliser. Temps de recharge de 20 secondes.	HP를 40% 즉시 회복시키고 2초 간격으로 11초 동안 HP를 40% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.				
INTL_20190216_000284	Potion de PV (7 Jours)	HP 포션 (7일)				
INTL_20190216_000285	Restaure instantanément 40 % des PM max. {nl}Restaure également 40 % de PM supplémentaires toutes les 2 secondes pendant 11 secondes. {nl}Clic droit pour utiliser. Temps de recharge de 20 secondes.	SP를 40% 즉시 회복시키고 2초 간격으로 11초 동안 SP를 40% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.				
INTL_20190216_000286	Potion de PM (1 Jour)	SP 포션 (1일)				
INTL_20190216_000287	Potion de PM (7 Jours)	SP 포션 (7일)				
INTL_20190216_000288	Recette - 1 Potion de PV du Jour	제작서 - HP 포션 (1일)				
INTL_20190216_000289	Recette - 7 Potion de PV du Jour	제작서 - HP 포션 (7일)				
INTL_20190216_000290	Recette - 1 Potion de PM du Jour	제작서 - SP 포션 (1일)				
INTL_20190216_000291	Recette - 7 Potion de PM du Jour	제작서 - SP 포션 (7일)				
INTL_20190219_000292	Une recette permettant de fabriquer un objet.	아이템을 제작할 수 있는 제작서입니다.				
INTL_20190219_000293	Utilisable uniquement pendant les événements Boutique de points Popo.	포포샵 이벤트 기간에만 사용 가능합니다.				
INTL_20190219_000294	Vous ne pouvez pas dépasser {MAX} points.	{MAX}포인트를 초과할 수 없습니다.				
INTL_20190228_000295	Pétard du Festival	축제 폭죽				
INTL_20190228_000296	Des Feux d'Artifice pour Tous	모두의 불꽃 축제				
INTL_20190228_000297	Vous pouvez échanger des Pétards du festival contre des objets utiles au tableau d'affichage de l'événement.{nl}(Utiliser un pétard applique vitesse de déplacement +2, attaque physique +50 et attaque magique +50 pendant 10 minutes.)	축제 폭죽을 모아 이벤트 알림판으로부터 다양한 아이템으로 교환할 수 있습니다.{nl}(사용 시 10분 동안 이동속도 +2, 물리 공격력 +50, 마법 공격력 +50 증가합니다.)				
INTL_20190228_000298	Coffre de Sélection de Costumes du Festival	축제 의상 코스튬 선택 상자				
INTL_20190228_000299	Contient un Costume de festival de votre choix (Homme/Femme).	폭죽 축제 이벤트에 참여할 수 있는 축제 의상 코스튬이 담긴 상자입니다.				
INTL_20190228_000300	Costume de Festival Masculin (30 Jours)	남성용 축제 의상 코스튬(30일)				
INTL_20190228_000301	Une tenue élégante à porter pour un festival. Utilisez pour changer votre apparence.	축제에 입고가기 무난한 정장입니다. 착용하면 외형이 변경 됩니다.				
INTL_20190228_000302	Costume de Festival Féminin (30 Jours)	여성용 축제 의상 코스튬(30일)				
INTL_20190228_000303	Une tenue élégante à porter pour un festival. Utilisez pour changer votre apparence.	축제에서 입기 무난한 드레스입니다. 착용하면 외형이 변경 됩니다.				
INTL_20190228_000304	Portez votre Costume de festival pendant la période de l'événement et vainquez des monstres{nl}pour récolter des Pétards du festival. Ensuite, apportez-moi les pétards et échangez-les contre{nl}d'autres objets ! Vous pouvez aussi utiliser les pétards près de moi pour obtenir le bonus Des{nl}feux d'artifice pour tous.	이벤트 기간 동안 축제 의상을 입고 몬스터를 처치하면 축제 폭죽을 획득할 수 있습니다.{nl}축제 폭죽을 저에게 가져오시면 다양한 아이템으로도 교환할 수 있습니다.{nl}(제 주변에서 축제 폭죽을 사용하면 "모두의 불꽃 축제" 버프를 추가로 획득할 수 있습니다.)				Ninot
INTL_20190228_000305	Application du bonus Des feux d'artifice pour tous dans {SEC} seconde(s).	{SEC}초 후 "모두의 불꽃 축제" 버프가 발동 됩니다.				
INTL_20190228_000306	Des feux d'artifice pour tous est maintenant actif !	"모두의 불꽃 축제" 버프가 발동합니다!				
INTL_20190228_000307	Portez votre Costume de festival et utilisez un Pétard du festival pour appliquer également le bonus Des feux d'artifice pour tous.	축제 의상을 입고 축제 폭죽을 사용하면{nl}"모두의 불꽃 축제"{nl}버프를 추가로 획득할 수 있습니다.				
INTL_20190305_000308	Recevez des objets spéciaux et des bonus pendant la période de l'événement ! Récompenses{nl}d'assiduité : du 13 au 17 mars 2019 Bonus de 24h le week-end : les 16-17 et 23-24 mars 2019	이벤트 기간동안 특별한 아이템과 버프를 획득할 수 있습니다.{nl}특별 접속 보상: 3월13일 ~ 3월17일{nl}주말 핫타임 24시간 버프: 3월16일 ~ 3월 17일, 3월23일 ~ 3월 24일				특별 접속 보상 이벤트 도우미
INTL_20190309_000309	Cube Boule à Neige	3월 특판 큐브				
INTL_20190309_000310	Cube boule à neige x10+1	3월 특판 큐브 x10+1				
INTL_20190316_000311	Recevoir des Chocolats	달콤한 초콜릿 받기				
INTL_20190316_000312	L'événement n'est pas ouvert actuellement.	이벤트 기간이 아닙니다.				
INTL_20190322_000313	Un titre décerné aux gagnants de l'événement des créateurs de contenu. Clic droit pour utiliser.	Content Creator 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190322_000314	Un titre décerné aux gagnants de l'événement anniversaire de TOS. Clic droit pour utiliser.	Happy Anniversary 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190405_000315	Pétale de Fleur	꽃잎				
INTL_20190405_000316	De bonnes choses se produisent quand vous collectez des Pétales de fleur.	꽃잎을 모으면 좋은 일이 생길 것 같습니다.				
INTL_20190405_000317	Cube de la Route Fleurie	꽃길 큐브				
INTL_20190405_000318	Coffre de Sélection Fée à Ornement à Volants	프릴 장식 페어리 코스튬 선택 상자				
INTL_20190405_000319	Une boîte contenant un Costume de fée à ornements à volants de votre choix (Homme ou Femme). Clic droit pour utiliser.	프릴 장식 페어리 코스튬이 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.				
INTL_20190405_000320	Vous avez besoin de Pétale de fleur x5.	꽃잎은 5개가 필요합니다.				이벤트 알림판
INTL_20190405_000321	Vous pouvez recevoir une Barrette fleur de cerisier pour vos cinq premières Pétale de fleur.{nl}Pour vos cinq Pétale de fleur suivantes, vous pouvez recevoir une Barrette friandise tricolore.	이벤트 기간동안 최초 꽃잎 5개는 삼색 경단 머리핀, 이후 꽃잎 5개는 벚꽃 머리핀으로 교환할 수 있습니다.				이벤트 알림판
INTL_20190405_000322	Événement de la Route Fleurie	꽃길 이벤트				
INTL_20190419_000323	Vérifier l'Usage de Speedhack	스피드핵 체크 사용 여부				
INTL_20190501_000324	Un titre décerné aux gagnants de l'événement Maître guide. Clic droit pour utiliser.	Guide Master 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190611_000325	Cube Mystère (Homme)	Mystery Cube(남자)				
INTL_20190611_000326	Cube Mystère (Femme)	Mystery Cube(여자)				
INTL_20190611_000327	Cube mystère (Homme) x10+1	Mystery Cube(남자) x10+1				
INTL_20190611_000328	Cube mystère (Femme) x10+1	Mystery Cube(여자) x10+1				
INTL_20190628_000329	Bon de changement de classe niv. 4 (1 jour) Potion de réinitialisation de stats (1 jour) Vous pouvez{nl}recevoir 3 de chacun chaque jour pendant la période de l'événement.	클래스 변경권 Lv.4 (1일){nl}스탯 초기화 포션 (1일){nl}이벤트 기간 동안 매일 3개씩 지원해드리고 있습니다.	QUEST_20181207_010528	Bon de réinitialisation de rang (1 jour) Potion de réinitialisation de stats (1 jour) Vous pouvez{nl}recevoir 3 de chacun chaque jour pendant la période de l'événement.	랭크 초기화권 (1일){nl}스탯 초기화 포션 (1일){nl}이벤트 기간 동안 매일 3개씩 지원해드리고 있습니다.	초기화 지원 도우미
INTL_20190715_000330	Titre - Mon Pote Chupacabra	Title - 내친구 츄파카브라				
INTL_20190715_000331	Un titre offert aux participants de l'événement Mon copain Chupacabra. Clic droit pour utiliser.	사막 츄파카브라 성장 시 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190715_000332	Obtenez des objets spéciaux pendant la période de l'événement. Consultez la bannière de{nl}l'événement pour plus de détails.	이벤트 기간동안 특별한 아이템을 획득할 수 있습니다.{nl}이벤트 배너를 참고해주세요.	INTL_20190305_000308	Recevez des objets spéciaux et des bonus pendant la période de l'événement ! Récompenses{nl}d'assiduité : du 13 au 17 mars 2019 Bonus de 24h le week-end : les 16-17 et 23-24 mars 2019	이벤트 기간동안 특별한 아이템과 버프를 획득할 수 있습니다.{nl}특별 접속 보상: 3월13일 ~ 3월17일{nl}주말 핫타임 24시간 버프: 3월16일 ~ 3월 17일, 3월23일 ~ 3월 24일	특별 접속 보상 이벤트 도우미
INTL_20190723_000333	Un type d'appât spécial utilisé pour la pêche. L'utiliser comme appât vous donne une chance d'attraper un [Événement] Coffre au trésor caché, un Poisson d'argent ou un Small Poisson d'argent.	낚시에 사용하는 특별한 미끼입니다. 미끼로 사용할 경우 [이벤트]연못에 숨겨진 보물 상자, 은빛 물고기, 작은 은빛 물고기를 각기 다른 확률로 획득 할 수 있습니다.				
INTL_20190820_000334	[Week-end Brûlant] EXP	[주말 버닝] 경험치 증가				
INTL_20190820_000335	XP +100 %	경험치 증가 + 100%				
INTL_20190820_000336	[Week-end Brûlant] Vitesse de Déplacement	[주말 버닝] 이동 속도 증가				
INTL_20190820_000337	Un matériau demandé par le forgeron Teliavelis de Fedimian, utilisé pour produire un équipement spécial.{nl}Peut être obtenu en terminant Nid de Velcoffer, Tombe de la Légende du Corbeau blanc et les raids uniques, le palier 5 du mode Défi, les missions Saalus et les donjons de niveau.{nl} Cet objet sera supprimé lors de la maintenance du 11 avril.	페디미안의 대장장이 테리아베리스가 요청한 특별한 장비를 만들기 위한 특별한 재료입니다.{nl}벨코퍼의 둥지, 흰 까마귀의 영면지: 레전드, 흰 까마귀의 영면지: 유니크, 챌린지 5단계, 수녀원 미션, 레벨 던전 클리어 시 획득할 수 있습니다.{nl}4월 11일 점검 시, 일괄 삭제 됩니다				
INTL_20190820_000338	L'événement Summer 2019 est en cours !{nl}{#003399}Nous échangeons actuellement des [Événement]Pièce Vasalos{/} et soutenons les adhésions de{nl}guilde.	2019년 여름을 기념하는 이벤트가 진행 중입니다.{nl}{#003399}[이벤트] 바살로스 주화{/}  교환과 길드 활동 보상을 지원해드립니다.				이벤트 도우미
INTL_20190820_000339	Échange de récompenses {#003399}[Festa d'été] Vacances d'été à Klaipeda{/}	2. {#003399}[Summer Festa] 클라페다에서 여름 나기 이벤트{/}의 보상 교환				이벤트 도우미
INTL_20190820_000340	 Terminé : 5{nl}- Raids uniques 	 클리어 : 5개{nl}- 유니크 레이드 				대장장이 테리아베리스
INTL_20190820_000341	 Terminé : 5{nl}- Mode Défi palier 5 : 2{nl}- Mission Saalus : 1{nl}- Donjon de niveau : 1	 클리어 : 5개{nl}- 챌린지 5단계 이상 클리어 : 2개{nl}- 수녀원 미션 클리어 : 1개{nl}- 레벨던전 클리어 : 1개				대장장이 테리아베리스
INTL_20190820_000342	L'accessoire capillaire Chat Latte peut être obtenu une fois, uniquement le 15 août.	8/15일 하루동안 라떼 캣 헤어 악세사리를 1회 획득할 수 있습니다.				내 마음도 받아줄래 이벤트 도우미
INTL_20190820_000343	NA	추가로 이벤트 기간 아래의 보상을 받을 수 있습니다.{nl}8/14일:화이트 데이 목걸이 (물리/14일) 1개{nl}8/15일:화이트 데이 목걸이 (마법/14일) 1개{nl}8/16일:화이트 데이 팔찌 (마법/14일) 2개{nl}8/17일:화이트 데이 팔찌 (물리/14일) 2개{nl}8/18일:화이트 데이 목걸이 (물리/14일) 1개{nl}8/19일:화이트 데이 팔찌 (물리/14일) 2개				내 마음도 받아줄래 이벤트 도우미
INTL_20190828_000344	Cet objet ne peut être utilisé que pour changer l'apparence d'un autre.{nl}Ne consomme pas d'argent lorsqu'il est utilisé comme matériau d'apparence.{nl}Échangeable contre des médailles à la Boutique d'échange.{nl}(Ce costume a été conçu par Shiseptiana de [SEA] Telsiai.)	외형 변경 전용 아이템입니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.{nl}(This costume is designed by Shiseptiana from [SEA] Telsiai.)				
INTL_20190903_000345	Ajoute un emplacement de personnage à votre Logement.	사용시 캐릭터 슬롯이 추가됩니다.				
INTL_20191024_000346	Un titre décerné aux gagnants de l'événement 2018 Vœux de bonne année.	2018 Happy New Year Wishes Greetings 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000347	Un titre décerné aux joueurs ayant collecté les [Événement] Révélation.	[이벤트] 계시를 찾은 구원자에게 지급되는 칭호입니다.				
INTL_20191024_000348	Un titre décerné aux gagnants de l'événement Fan Art Steam.	스팀 팬아트 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000349	Un titre décerné aux joueurs TPP les plus créatifs.	Creative TPP Player에게 지급되는 칭호입니다.				
INTL_20191024_000350	Un titre décerné aux gagnants de l'événement Fan Art Été amoureux.	Loving Summer 팬아트 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000351	Titre décerné aux participants de l'événement.	이벤트 참여자에게 지급되는 칭호입니다.				
INTL_20191024_000352	Un titre décerné aux créateurs de guides de jeu.	Game Guide Creator에게 지급되는 칭호입니다.				
INTL_20191024_000353	Un titre décerné aux gagnants de l'événement Fan Art d'Halloween.	Horror Night 팬아트 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000354	Un titre décerné aux gagnants de l'événement Design d'arme TOS.	TOS Weapon Designer 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000355	Un titre décerné aux gagnants de l'événement Artiste du Nouvel An.	New Year Artist 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000356	Un titre décerné aux gagnants de l'événement Créateur de contenu.	Content Creator 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000357	Un titre décerné aux gagnants de l'événement Joyeux anniversaire.	Happy Anniversary 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000358	Un titre décerné aux gagnants de l'événement Maître guide.	Guide Master 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000359	[Effet d'équipement du grimoire] Invoque le Seigneur démon Marnox lors de{nl}l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 마르녹스 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000360	[Effet d'équipement du grimoire] Invoque le Seigneur démon Blut lors de{nl}l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 블룻 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000361	[Effet d'équipement du grimoire] Invoque le Seigneur démon Zaura lors de{nl}l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 자우라 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000362	[Effet d'équipement du grimoire] Invoque le Seigneur démon Nuaele lors de{nl}l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 누아엘레 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000363	[Effet d'équipement du grimoire] Invoque le Seigneur démon Helgasercle lors de{nl}l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 헬가 세르클 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000364	[Effet d'équipement du grimoire] Invoque le Seigneur démon Blut lors de l'utilisation d'Invocation{nl}[Inéchangeable]{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 렉시퍼 형태의 악마 소환{nl}[거래 불가]				
